label,timestamp,duration,pkg,dram,socket
foo,1683791645.176934,24.124,0.0,0.0,0
foo,1683791645.1770258,24.156,0.0,0.0,0
foo,1683791645.1771173,24.135,0.0,0.0,0
foo,1683791645.17721,23.92,0.0,0.0,0
foo,1683791645.177302,23.928,0.0,0.0,0
foo,1683791645.177401,24.621,0.0,0.0,0
foo,1683791645.177494,23.954,8423.0,1038.0,0
foo,1683791645.1775863,24.088,0.0,0.0,0
foo,1683791645.1776783,23.778,0.0,0.0,0
foo,1683791645.1777701,23.48,0.0,0.0,0
foo,1683791645.1778622,23.685,0.0,0.0,0
foo,1683791645.1779542,23.974,0.0,0.0,0
foo,1683791645.1780465,23.541,0.0,0.0,0
foo,1683791645.1781387,23.879,0.0,0.0,0
foo,1683791645.1782312,23.754,0.0,0.0,0
foo,1683791645.178323,23.578,0.0,0.0,0
foo,1683791645.1784143,23.684,0.0,0.0,0
foo,1683791645.178506,23.638,8789.0,1038.0,0
foo,1683791645.1785975,23.89,0.0,0.0,0
foo,1683791645.1786947,24.07,0.0,0.0,0
foo,1683791645.1787872,23.676,0.0,0.0,0
foo,1683791645.1788793,23.523,0.0,0.0,0
foo,1683791645.1789699,23.897,0.0,0.0,0
foo,1683791645.179062,23.662,0.0,0.0,0
foo,1683791645.1791544,24.344,0.0,0.0,0
foo,1683791645.179252,24.511,0.0,0.0,0
foo,1683791645.1793509,24.372,0.0,0.0,0
foo,1683791645.1794446,23.923,0.0,0.0,0
foo,1683791645.1795366,24.071,0.0,0.0,0
foo,1683791645.1796288,24.099,0.0,0.0,0
foo,1683791645.179721,24.203,0.0,0.0,0
foo,1683791645.179814,24.187,0.0,0.0,0
foo,1683791645.1799114,24.555,0.0,0.0,0
foo,1683791645.1800053,24.158,0.0,0.0,0
foo,1683791645.1800976,24.406,0.0,0.0,0
foo,1683791645.18019,24.247,0.0,0.0,0
foo,1683791645.1802824,24.201,0.0,0.0,0
foo,1683791645.1803741,24.183,0.0,0.0,0
foo,1683791645.1804674,24.501,0.0,0.0,0
foo,1683791645.1805606,24.575,0.0,0.0,0
foo,1683791645.1806533,24.427,0.0,0.0,0
foo,1683791645.1807456,24.151,0.0,0.0,0
foo,1683791645.1808383,24.376,0.0,0.0,0
foo,1683791645.1809309,24.077,0.0,0.0,0
foo,1683791645.1810234,24.428,0.0,0.0,0
foo,1683791645.1811213,24.752,0.0,0.0,0
foo,1683791645.1812413,37.345,0.0,0.0,0
foo,1683791645.1813593,24.009,0.0,0.0,0
foo,1683791645.1814506,24.188,0.0,0.0,0
foo,1683791645.181542,24.222,0.0,0.0,0
foo,1683791645.1816342,24.119,0.0,0.0,0
foo,1683791645.1817262,24.253,0.0,0.0,0
foo,1683791645.1818182,24.363,0.0,0.0,0
foo,1683791645.1819105,24.268,0.0,0.0,0
foo,1683791645.1820014,24.43,0.0,0.0,0
foo,1683791645.1820934,24.191,0.0,0.0,0
foo,1683791645.1821897,24.251,0.0,0.0,0
foo,1683791645.1822815,24.077,0.0,0.0,0
foo,1683791645.1823773,24.483,0.0,0.0,0
foo,1683791645.1824694,24.098,8239.0,977.0,0
foo,1683791645.1825604,24.071,0.0,0.0,0
foo,1683791645.1826522,23.947,0.0,0.0,0
foo,1683791645.1827438,24.152,0.0,0.0,0
foo,1683791645.1828363,23.997,0.0,0.0,0
foo,1683791645.1829276,23.973,0.0,0.0,0
foo,1683791645.1830194,24.133,0.0,0.0,0
foo,1683791645.1831112,24.059,0.0,0.0,0
foo,1683791645.183203,24.09,0.0,0.0,0
foo,1683791645.1832952,36.624,0.0,0.0,0
foo,1683791645.1834152,24.255,0.0,0.0,0
foo,1683791645.183521,23.996,8789.0,976.0,0
foo,1683791645.183614,24.213,0.0,0.0,0
foo,1683791645.1837125,24.957,0.0,0.0,0
foo,1683791645.1838067,24.171,0.0,0.0,0
foo,1683791645.1838992,23.938,0.0,0.0,0
foo,1683791645.183992,24.057,0.0,0.0,0
foo,1683791645.1840851,23.95,0.0,0.0,0
foo,1683791645.1841776,24.024,0.0,0.0,0
foo,1683791645.1842697,23.96,0.0,0.0,0
foo,1683791645.1843626,23.979,0.0,0.0,0
foo,1683791645.1844559,24.072,0.0,0.0,0
foo,1683791645.1845484,24.16,0.0,0.0,0
foo,1683791645.1846414,24.139,0.0,0.0,0
foo,1683791645.1847339,24.084,0.0,0.0,0
foo,1683791645.1848269,23.987,0.0,0.0,0
foo,1683791645.1849236,24.541,0.0,0.0,0
foo,1683791645.1850183,23.927,0.0,0.0,0
foo,1683791645.185111,24.26,0.0,0.0,0
foo,1683791645.1852083,24.307,0.0,0.0,0
foo,1683791645.1853023,24.252,0.0,0.0,0
foo,1683791645.1853955,24.315,0.0,0.0,0
foo,1683791645.1854882,24.193,0.0,1038.0,0
foo,1683791645.1855812,24.389,0.0,0.0,0
foo,1683791645.1856737,24.14,0.0,0.0,0
foo,1683791645.1857667,24.175,0.0,0.0,0
foo,1683791645.1858597,24.181,0.0,0.0,0
foo,1683791645.185952,24.212,0.0,0.0,0
foo,1683791645.1860452,24.299,0.0,0.0,0
foo,1683791645.1861427,24.488,0.0,0.0,0
foo,1683791645.1862373,24.347,0.0,0.0,0
foo,1683791645.1863308,24.067,0.0,0.0,0
foo,1683791645.1864245,24.195,0.0,0.0,0
foo,1683791645.1865184,24.136,8240.0,976.0,0
foo,1683791645.186611,24.303,0.0,0.0,0
foo,1683791645.1867044,24.105,0.0,0.0,0
foo,1683791645.1867964,24.224,0.0,0.0,0
foo,1683791645.1868896,23.847,0.0,0.0,0
foo,1683791645.1869824,24.048,0.0,0.0,0
foo,1683791645.1870759,24.13,0.0,0.0,0
foo,1683791645.187168,24.325,0.0,0.0,0
foo,1683791645.1872604,24.374,0.0,0.0,0
foo,1683791645.187364,24.758,0.0,0.0,0
foo,1683791645.1874578,24.032,8117.0,977.0,0
foo,1683791645.187564,37.695,0.0,0.0,0
foo,1683791645.1876698,24.104,0.0,0.0,0
foo,1683791645.1877744,24.091,0.0,0.0,0
foo,1683791645.1878796,37.269,0.0,0.0,0
foo,1683791645.1879983,23.901,0.0,0.0,0
foo,1683791645.1881306,23.986,0.0,0.0,0
foo,1683791645.1882355,23.889,0.0,0.0,0
foo,1683791645.1883736,24.364,0.0,0.0,0
foo,1683791645.1884654,23.786,0.0,0.0,0
foo,1683791645.1885703,23.932,0.0,0.0,0
foo,1683791645.188663,23.996,0.0,0.0,0
foo,1683791645.1887553,23.887,0.0,0.0,0
foo,1683791645.1888866,68.42,0.0,0.0,0
foo,1683791645.1890981,25.885,0.0,0.0,0
foo,1683791645.189195,24.832,0.0,0.0,0
foo,1683791645.1893165,37.898,0.0,0.0,0
foo,1683791645.1894243,24.676,0.0,0.0,0
foo,1683791645.1895318,37.731,8545.0,1038.0,0
foo,1683791645.1896517,37.991,0.0,0.0,0
foo,1683791645.1897717,37.809,0.0,0.0,0
foo,1683791645.189892,37.974,0.0,0.0,0
foo,1683791645.1900115,38.075,0.0,0.0,0
foo,1683791645.190118,24.474,0.0,0.0,0
foo,1683791645.190211,24.107,0.0,0.0,0
foo,1683791645.1903045,24.183,0.0,0.0,0
foo,1683791645.1904027,24.754,0.0,0.0,0
foo,1683791645.1905096,37.689,0.0,0.0,0
foo,1683791645.1906292,37.72,0.0,0.0,0
foo,1683791645.1907485,24.246,0.0,0.0,0
foo,1683791645.1908543,24.319,0.0,0.0,0
foo,1683791645.1909468,24.462,0.0,0.0,0
foo,1683791645.1910398,24.525,0.0,0.0,0
foo,1683791645.1911325,24.416,0.0,0.0,0
foo,1683791645.1912248,24.722,0.0,0.0,0
foo,1683791645.191329,25.73,0.0,0.0,0
foo,1683791645.1914244,24.331,0.0,0.0,0
foo,1683791645.1915169,24.543,0.0,0.0,0
foo,1683791645.1916099,24.286,0.0,0.0,0
foo,1683791645.1917095,24.743,0.0,0.0,0
foo,1683791645.191821,25.232,0.0,0.0,0
foo,1683791645.1919327,24.848,0.0,0.0,0
foo,1683791645.1920524,24.465,0.0,0.0,0
foo,1683791645.1921856,38.069,0.0,0.0,0
foo,1683791645.1923053,38.003,0.0,0.0,0
foo,1683791645.192412,24.234,0.0,0.0,0
foo,1683791645.1925035,24.114,7935.0,1038.0,0
foo,1683791645.1925955,24.073,0.0,0.0,0
foo,1683791645.1926882,24.083,0.0,0.0,0
foo,1683791645.192781,23.98,0.0,0.0,0
foo,1683791645.192874,23.888,0.0,0.0,0
foo,1683791645.1929667,24.297,0.0,0.0,0
foo,1683791645.1930637,24.502,0.0,0.0,0
foo,1683791645.1931567,24.092,0.0,0.0,0
foo,1683791645.193249,23.93,0.0,0.0,0
foo,1683791645.1933417,23.811,0.0,0.0,0
foo,1683791645.193434,24.053,0.0,0.0,0
foo,1683791645.193527,24.015,8850.0,976.0,0
foo,1683791645.1936193,24.071,0.0,0.0,0
foo,1683791645.1937115,23.95,0.0,0.0,0
foo,1683791645.1938055,23.994,0.0,0.0,0
foo,1683791645.1938987,24.199,0.0,0.0,0
foo,1683791645.1939917,24.486,0.0,0.0,0
foo,1683791645.1940875,24.45,0.0,0.0,0
foo,1683791645.1941814,23.851,0.0,0.0,0
foo,1683791645.1942744,23.737,0.0,0.0,0
foo,1683791645.194372,24.286,0.0,0.0,0
foo,1683791645.1944652,24.004,0.0,0.0,0
foo,1683791645.194558,23.693,0.0,0.0,0
foo,1683791645.1946507,23.566,0.0,0.0,0
foo,1683791645.1947463,24.028,0.0,0.0,0
foo,1683791645.1948447,24.228,0.0,0.0,0
foo,1683791645.1949368,23.872,0.0,0.0,0
foo,1683791645.1950288,24.032,0.0,0.0,0
foo,1683791645.1951206,24.091,0.0,0.0,0
foo,1683791645.1952138,24.069,0.0,0.0,0
foo,1683791645.1953132,24.881,0.0,0.0,0
foo,1683791645.1954076,23.908,0.0,0.0,0
foo,1683791645.1954992,24.029,8361.0,976.0,0
foo,1683791645.195595,24.187,0.0,0.0,0
foo,1683791645.1956866,23.81,0.0,0.0,0
foo,1683791645.1957774,23.87,0.0,0.0,0
foo,1683791645.1958685,24.009,0.0,0.0,0
foo,1683791645.1959596,24.006,0.0,0.0,0
foo,1683791645.196051,24.216,0.0,0.0,0
foo,1683791645.1961422,24.116,0.0,0.0,0
foo,1683791645.1962333,23.946,0.0,0.0,0
foo,1683791645.1963239,23.855,0.0,0.0,0
foo,1683791645.1964152,24.02,0.0,0.0,0
foo,1683791645.196506,23.634,8667.0,1038.0,0
foo,1683791645.1965969,23.772,0.0,0.0,0
foo,1683791645.1966884,23.791,0.0,0.0,0
foo,1683791645.1967838,24.285,0.0,0.0,0
foo,1683791645.1969733,25.958,0.0,0.0,0
foo,1683791645.1970687,24.354,0.0,0.0,0
foo,1683791645.197161,24.303,0.0,0.0,0
foo,1683791645.197254,23.949,0.0,0.0,0
foo,1683791645.1973453,24.274,0.0,0.0,0
foo,1683791645.1974378,24.117,0.0,0.0,0
foo,1683791645.1975298,24.11,0.0,0.0,0
foo,1683791645.1976223,24.355,0.0,0.0,0
foo,1683791645.197715,23.867,0.0,0.0,0
foo,1683791645.1978073,23.979,0.0,0.0,0
foo,1683791645.1979048,24.487,0.0,0.0,0
foo,1683791645.198003,24.268,0.0,0.0,0
foo,1683791645.1981006,24.438,0.0,0.0,0
foo,1683791645.198193,24.018,0.0,0.0,0
foo,1683791645.1982846,23.986,0.0,0.0,0
foo,1683791645.1983764,23.963,0.0,0.0,0
foo,1683791645.1984675,24.183,8179.0,976.0,0
foo,1683791645.1985598,23.897,0.0,0.0,0
foo,1683791645.1986516,23.571,0.0,0.0,0
foo,1683791645.1987426,24.044,0.0,0.0,0
foo,1683791645.1988342,23.891,0.0,0.0,0
foo,1683791645.1989255,23.852,0.0,0.0,0
foo,1683791645.1990173,23.957,0.0,0.0,0
foo,1683791645.1991084,24.077,0.0,0.0,0
foo,1683791645.1992009,24.029,0.0,0.0,0
foo,1683791645.1992934,35.747,0.0,0.0,0
foo,1683791645.1994066,24.757,0.0,0.0,0
foo,1683791645.1994987,24.25,8545.0,1038.0,0
foo,1683791645.1995914,23.961,0.0,0.0,0
foo,1683791645.1996822,23.885,0.0,0.0,0
foo,1683791645.1997755,23.937,0.0,0.0,0
foo,1683791645.199867,23.678,0.0,0.0,0
foo,1683791645.1999586,23.84,0.0,0.0,0
foo,1683791645.2000506,23.851,0.0,0.0,0
foo,1683791645.2001426,24.149,0.0,0.0,0
foo,1683791645.2002354,24.243,0.0,0.0,0
foo,1683791645.2003279,23.878,0.0,0.0,0
foo,1683791645.2004201,24.131,0.0,0.0,0
foo,1683791645.2005124,23.938,8545.0,0.0,0
foo,1683791645.2006087,24.336,0.0,0.0,0
foo,1683791645.2007005,24.108,0.0,0.0,0
foo,1683791645.2007926,24.186,0.0,0.0,0
foo,1683791645.200889,24.173,0.0,0.0,0
foo,1683791645.200981,24.034,0.0,0.0,0
foo,1683791645.2010734,23.655,0.0,0.0,0
foo,1683791645.2011654,24.137,0.0,0.0,0
foo,1683791645.2012575,24.414,0.0,0.0,0
foo,1683791645.201349,24.198,0.0,0.0,0
foo,1683791645.20144,24.211,0.0,0.0,0
foo,1683791645.2015312,23.847,9033.0,1099.0,0
foo,1683791645.2016225,24.076,0.0,0.0,0
foo,1683791645.2017143,23.729,0.0,0.0,0
foo,1683791645.2018087,24.28,0.0,0.0,0
foo,1683791645.2018995,23.79,0.0,0.0,0
foo,1683791645.20199,23.941,0.0,0.0,0
foo,1683791645.202081,23.988,0.0,0.0,0
foo,1683791645.2021718,23.683,0.0,0.0,0
foo,1683791645.2022629,23.743,0.0,0.0,0
foo,1683791645.2023532,23.92,0.0,0.0,0
foo,1683791645.2024431,23.804,0.0,0.0,0
foo,1683791645.2025337,23.738,0.0,0.0,0
foo,1683791645.2026243,23.608,0.0,0.0,0
foo,1683791645.2027152,23.496,0.0,0.0,0
foo,1683791645.202806,23.659,0.0,0.0,0
foo,1683791645.202897,23.982,0.0,0.0,0
foo,1683791645.2029948,24.076,0.0,0.0,0
foo,1683791645.2030876,23.582,0.0,0.0,0
foo,1683791645.203179,23.968,0.0,0.0,0
foo,1683791645.2032712,23.961,0.0,0.0,0
foo,1683791645.2033737,24.447,0.0,0.0,0
foo,1683791645.2034662,24.107,0.0,977.0,0
foo,1683791645.2035573,23.782,0.0,0.0,0
foo,1683791645.2036483,23.91,0.0,0.0,0
foo,1683791645.2037394,24.126,0.0,0.0,0
foo,1683791645.2038393,24.978,0.0,0.0,0
foo,1683791645.2039323,24.481,0.0,0.0,0
foo,1683791645.204024,24.693,0.0,0.0,0
foo,1683791645.2041156,24.43,0.0,0.0,0
foo,1683791645.2042077,24.242,0.0,0.0,0
foo,1683791645.2043045,24.754,0.0,0.0,0
foo,1683791645.204397,24.604,0.0,0.0,0
foo,1683791645.204489,24.341,8483.0,1038.0,0
foo,1683791645.2045805,24.345,0.0,0.0,0
foo,1683791645.2046728,24.381,0.0,0.0,0
foo,1683791645.2047656,24.466,0.0,0.0,0
foo,1683791645.2048578,24.11,0.0,0.0,0
foo,1683791645.2049499,24.381,0.0,0.0,0
foo,1683791645.2050421,24.243,0.0,0.0,0
foo,1683791645.2051346,24.261,0.0,0.0,0
foo,1683791645.2052271,24.2,0.0,0.0,0
foo,1683791645.2053201,24.127,0.0,0.0,0
foo,1683791645.2054121,23.79,0.0,0.0,0
foo,1683791645.2055082,24.306,8789.0,976.0,0
foo,1683791645.2056003,23.795,0.0,0.0,0
foo,1683791645.2056918,23.706,0.0,0.0,0
foo,1683791645.2057831,24.303,0.0,0.0,0
foo,1683791645.205875,23.838,0.0,0.0,0
foo,1683791645.205967,23.691,0.0,0.0,0
foo,1683791645.2060585,23.777,0.0,0.0,0
foo,1683791645.2061503,24.317,0.0,0.0,0
foo,1683791645.2062423,24.046,0.0,0.0,0
foo,1683791645.2063344,24.005,0.0,0.0,0
foo,1683791645.2064261,24.017,0.0,0.0,0
foo,1683791645.2065182,24.113,0.0,0.0,0
foo,1683791645.2066104,23.893,0.0,0.0,0
foo,1683791645.2067142,24.57,0.0,0.0,0
foo,1683791645.206808,24.234,0.0,0.0,0
foo,1683791645.2069004,24.252,0.0,0.0,0
foo,1683791645.2069926,24.106,0.0,0.0,0
foo,1683791645.2070851,24.267,0.0,0.0,0
foo,1683791645.2071774,24.355,0.0,0.0,0
foo,1683791645.20727,24.438,0.0,0.0,0
foo,1683791645.20738,25.224,0.0,0.0,0
foo,1683791645.207473,24.144,0.0,0.0,0
foo,1683791645.207564,23.996,0.0,0.0,0
foo,1683791645.2076552,24.179,0.0,0.0,0
foo,1683791645.2077458,24.002,0.0,0.0,0
foo,1683791645.2078369,24.222,0.0,0.0,0
foo,1683791645.2079332,24.663,0.0,0.0,0
foo,1683791645.208025,24.283,0.0,0.0,0
foo,1683791645.208116,24.059,0.0,0.0,0
foo,1683791645.2082076,24.208,0.0,0.0,0
foo,1683791645.2082992,24.395,0.0,0.0,0
foo,1683791645.208391,23.993,0.0,0.0,0
foo,1683791645.2084825,24.229,8240.0,977.0,0
foo,1683791645.208574,24.513,0.0,0.0,0
foo,1683791645.2086656,24.311,0.0,0.0,0
foo,1683791645.208757,24.187,0.0,0.0,0
foo,1683791645.2088485,24.143,0.0,0.0,0
foo,1683791645.2089393,24.098,0.0,0.0,0
foo,1683791645.2090306,24.104,0.0,0.0,0
foo,1683791645.209122,24.131,0.0,0.0,0
foo,1683791645.209217,24.513,0.0,0.0,0
foo,1683791645.209308,24.199,0.0,0.0,0
foo,1683791645.2093987,24.199,0.0,0.0,0
foo,1683791645.2094903,24.352,8240.0,976.0,0
foo,1683791645.2095814,24.048,0.0,0.0,0
foo,1683791645.2096765,24.671,0.0,0.0,0
foo,1683791645.2097723,24.589,0.0,0.0,0
foo,1683791645.2098646,24.106,0.0,0.0,0
foo,1683791645.2099547,23.865,0.0,0.0,0
foo,1683791645.2100458,23.886,0.0,0.0,0
foo,1683791645.2101407,24.827,0.0,0.0,0
foo,1683791645.210232,24.006,0.0,0.0,0
foo,1683791645.2103226,24.128,0.0,0.0,0
foo,1683791645.2104182,24.609,0.0,0.0,0
foo,1683791645.2105107,24.086,8667.0,1038.0,0
foo,1683791645.2106018,24.165,0.0,0.0,0
foo,1683791645.2106931,24.203,0.0,0.0,0
foo,1683791645.2107844,24.02,0.0,0.0,0
foo,1683791645.2108746,24.096,0.0,0.0,0
foo,1683791645.2109656,23.906,0.0,0.0,0
foo,1683791645.2110558,24.081,0.0,0.0,0
foo,1683791645.2111464,24.053,0.0,0.0,0
foo,1683791645.2112374,24.156,0.0,0.0,0
foo,1683791645.2113402,25.357,0.0,0.0,0
foo,1683791645.2114327,24.365,0.0,0.0,0
foo,1683791645.2115235,24.022,0.0,0.0,0
foo,1683791645.2116199,24.239,0.0,0.0,0
foo,1683791645.2117116,24.021,0.0,0.0,0
foo,1683791645.2118022,23.981,0.0,0.0,0
foo,1683791645.211893,24.148,0.0,0.0,0
foo,1683791645.2119832,24.196,0.0,0.0,0
foo,1683791645.2120733,24.159,0.0,0.0,0
foo,1683791645.2121644,23.856,0.0,0.0,0
foo,1683791645.212255,24.198,0.0,0.0,0
foo,1683791645.212346,24.376,0.0,0.0,0
foo,1683791645.2124376,24.12,0.0,0.0,0
foo,1683791645.2125278,24.483,9095.0,1038.0,0
foo,1683791645.2126243,24.327,0.0,0.0,0
foo,1683791645.2127159,24.283,0.0,0.0,0
foo,1683791645.2128136,24.626,0.0,0.0,0
foo,1683791645.2129052,24.143,0.0,0.0,0
foo,1683791645.2129962,24.158,0.0,0.0,0
foo,1683791645.2130873,24.099,0.0,0.0,0
foo,1683791645.2131786,24.238,0.0,0.0,0
foo,1683791645.2132695,24.099,0.0,0.0,0
foo,1683791645.21336,23.986,0.0,0.0,0
foo,1683791645.2134514,23.916,0.0,0.0,0
foo,1683791645.2135422,24.026,0.0,0.0,0
foo,1683791645.2136333,24.166,0.0,0.0,0
foo,1683791645.2137246,24.372,0.0,0.0,0
foo,1683791645.213816,24.29,0.0,0.0,0
foo,1683791645.213907,23.94,0.0,0.0,0
foo,1683791645.213997,23.94,0.0,0.0,0
foo,1683791645.2140915,24.365,0.0,0.0,0
foo,1683791645.2141824,24.029,0.0,0.0,0
foo,1683791645.2142735,24.388,0.0,0.0,0
foo,1683791645.2143643,24.158,0.0,0.0,0
foo,1683791645.2144551,24.089,0.0,0.0,0
foo,1683791645.214547,24.05,8972.0,0.0,0
foo,1683791645.214638,23.939,0.0,0.0,0
foo,1683791645.2147298,24.076,0.0,0.0,0
foo,1683791645.2148206,23.821,0.0,0.0,0
foo,1683791645.2149107,23.92,0.0,0.0,0
foo,1683791645.215001,23.81,0.0,0.0,0
foo,1683791645.2150924,23.916,0.0,0.0,0
foo,1683791645.2151837,24.011,0.0,0.0,0
foo,1683791645.21528,34.254,0.0,0.0,0
foo,1683791645.2153842,24.529,0.0,0.0,0
foo,1683791645.2154763,24.164,0.0,977.0,0
foo,1683791645.2155733,24.815,0.0,0.0,0
foo,1683791645.215683,24.46,0.0,0.0,0
foo,1683791645.2158024,24.063,0.0,0.0,0
foo,1683791645.2159073,23.883,0.0,0.0,0
foo,1683791645.2159991,24.091,0.0,0.0,0
foo,1683791645.2160907,24.222,0.0,0.0,0
foo,1683791645.2161822,24.123,0.0,0.0,0
foo,1683791645.2162752,23.933,0.0,0.0,0
foo,1683791645.2163668,23.794,0.0,0.0,0
foo,1683791645.2164586,23.642,0.0,0.0,0
foo,1683791645.2165554,24.314,0.0,0.0,0
foo,1683791645.2166476,24.267,0.0,0.0,0
foo,1683791645.21674,24.144,0.0,0.0,0
foo,1683791645.2168326,23.994,0.0,0.0,0
foo,1683791645.2169254,24.002,0.0,0.0,0
foo,1683791645.217018,23.956,0.0,0.0,0
foo,1683791645.2171094,23.919,0.0,0.0,0
foo,1683791645.2172015,23.864,0.0,0.0,0
foo,1683791645.2172937,24.016,0.0,0.0,0
foo,1683791645.2173853,23.784,0.0,0.0,0
foo,1683791645.2174768,24.019,8423.0,977.0,0
foo,1683791645.217569,23.968,0.0,0.0,0
foo,1683791645.2176616,23.725,0.0,0.0,0
foo,1683791645.2177577,24.15,0.0,0.0,0
foo,1683791645.2178504,23.837,0.0,0.0,0
foo,1683791645.2179425,24.074,0.0,0.0,0
foo,1683791645.2180345,24.003,0.0,0.0,0
foo,1683791645.2181263,23.992,0.0,0.0,0
foo,1683791645.2182183,23.877,0.0,0.0,0
foo,1683791645.21831,23.963,0.0,0.0,0
foo,1683791645.218402,23.989,0.0,0.0,0
foo,1683791645.2184932,25.305,8789.0,1037.0,0
foo,1683791645.2185953,25.088,0.0,0.0,0
foo,1683791645.2186902,24.73,0.0,0.0,0
foo,1683791645.2187834,24.238,0.0,0.0,0
foo,1683791645.218876,24.418,0.0,0.0,0
foo,1683791645.2189693,24.356,0.0,0.0,0
foo,1683791645.2190664,24.731,0.0,0.0,0
foo,1683791645.2191606,24.26,0.0,0.0,0
foo,1683791645.2192528,24.487,0.0,0.0,0
foo,1683791645.2193558,25.199,0.0,0.0,0
foo,1683791645.2194483,24.361,0.0,0.0,0
foo,1683791645.2195387,24.036,0.0,0.0,0
foo,1683791645.2196295,24.168,0.0,0.0,0
foo,1683791645.2197201,24.012,0.0,0.0,0
foo,1683791645.2198102,24.16,0.0,0.0,0
foo,1683791645.2199006,24.233,0.0,0.0,0
foo,1683791645.219991,24.101,0.0,0.0,0
foo,1683791645.2200809,24.248,0.0,0.0,0
foo,1683791645.220171,23.995,0.0,0.0,0
foo,1683791645.2202659,24.374,0.0,0.0,0
foo,1683791645.2203577,24.106,0.0,0.0,0
foo,1683791645.220449,24.148,0.0,0.0,0
foo,1683791645.2205393,24.066,0.0,0.0,0
foo,1683791645.2206333,24.402,0.0,0.0,0
foo,1683791645.2207248,24.205,0.0,0.0,0
foo,1683791645.220815,23.631,0.0,0.0,0
foo,1683791645.2209053,23.959,0.0,0.0,0
